word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
13845,"神韵""巡演""全球",,"Charm ""tour"" Global","shén yùn "" xún yǎn "" quán qiú",,YY,YY High,Falun Gong,47,Political
13846,神韵纽约艺术团,,Shen Yun Performing Arts New York,shén yùn niǔ yuē yì shù tuán,,YY,YY High,Falun Gong,47,Political
13847,声明从新开始修炼,,Declare a new start practicing,shēng míng cóng xīn kāi shǐ xiū liàn,,YY,YY High,Falun Gong,47,Political
13848,声明退出中共各级组织,,Denounce the CCP organizations at all levels,shēng míng tuì chū zhōng gòng gè jí zǔ zhī,,YY,YY High,Criticism,128,Political
13849,声援 退党集会,,Resignations solidarity rally,shēng yuán tuì dǎng jí huì,,YY,YY High,Tuidang,168,Political
13850,"声援""万人""退出中共",,"Solidarity with the ""people"" quit the CCP","shēng yuán "" wàn rén "" tuì chū zhōng gòng",,YY,YY High,Tuidang,168,Political
13851,声援大陆 退党,,Solidarity with the mainland resign,shēng yuán dà lù tuì dǎng,,YY,YY High,Tuidang,168,Political
13852,"盛雪女士""中共",,"Ms. Sheng Xue ""CPC","shèng xuě nǚ shì "" zhōng gòng",,YY,YY High,Falun Gong,47,Political
13853,"世间有净土""万古天门今已开",,"Pure world have ""eternal day exercises had opened the door","shì jiān yǒu jìng tǔ "" wàn gǔ tiān mén jīn yǐ kāi",,YY,YY High,Falun Gong,47,Political
13854,"世事关心""中国的良心",,"The world is concerned, ""China's Conscience","shì shì guān xīn "" zhōng guó de liáng xīn",,YY,YY High,Chinese independent / opposition,85,Political
13855,"是怎样起家的""是反宇宙",,"What started as ""anti-universe","shì zěn yàng qǐ jiā de "" shì fǎn yǔ zhòu",,YY,YY High,Criticism,128,Political
13856,"台湾大劫难""ntdtv",,"Taiwan's big catastrophe ""ntdtv","tái wān dà jié nán ""ntdtv",,YY,YY High,Taiwan,81,Political
13857,"唐柏桥""中共",,"Tang Baiqiao ""CCP","táng bǎi qiáo "" zhōng gòng",,YY,YY High,Dissident/Activist/Rights defender,93,People
13858,"天地两茫茫""世人向何方",,"Two vast world, ""the world is heading","tiān de liǎng máng máng "" shì rén xiàng hé fāng",,YY,YY High,Criticism,128,Political
13859,同修交流 正法修炼,,Initiates the exchange of Dhamma practice,tóng xiū jiāo liú zhèng fǎ xiū liàn,,YY,YY High,Falun Gong,47,Political
13860,透视中国 辛灏年,,Mr. Xin China Perspective,tòu shì zhōng guó xīn hào nián,,YY,YY High,Chinese independent / opposition,85,Political
13861,"突破封锁""大纪元",,"Blockade ""The Epoch Times","tū pò fēng suǒ "" dà jì yuán",,YY,YY High,Falun Gong,47,Political
13862,"突破中共""疯狂封网",,"Communist breakthrough ""crazy close up","tū pò zhōng gòng "" fēng kuáng fēng wǎng",,YY,YY High,Criticism,128,Political
13863,"推碑图""法正人间",,"Push monument map ""Fazhengrenjian","tuī bēi tú "" fǎ zhèng rén jiān",,YY,YY High,Context unclear,110,Misc
13864,"推广本站""积德无量""聚缘阁",,"Promotion Site ""Jide immeasurable"" poly edge Court","tuī guǎng běn zhàn "" jī dé wú liàng "" jù yuán gé",,YY,YY High,Context unclear,110,Misc
13865,"退出“中共""服务",,"Exit ""CCP"" Service","tuì chū “ zhōng gòng "" fú wù",,YY,YY High,Tuidang,168,Political
13866,退出共产党保平安,,Quit the Communist Party of security and peace,tuì chū gòng chǎn dǎng bǎo píng ān,,YY,YY High,Tuidang,168,Political
13867,退党 00886 -910 -423 -416,,Resignations 00886 -910-423-416,tuì dǎng 00886 -910 -423 -416,,YY,YY High,Tuidang,168,Political
13868,"退党""解体中共",,"Quitting the CCP ""disintegrate CCP","tuì dǎng "" jiě tǐ zhōng gòng",,YY,YY High,Tuidang,168,Political
13869,"退党""退团""退队",,"Quitting the CCP ""league"" retreat team","tuì dǎng "" tuì tuán "" tuì duì",,YY,YY High,Tuidang,168,Political
13870,"退党""中共",,"Resignations ""CCP","tuì dǎng "" zhōng gòng",,YY,YY High,Tuidang,168,Political
13871,退党保平安,,Resignations security and peace,tuì dǎng bǎo píng ān,,YY,YY High,Tuidang,168,Political
13872,"万人""和平上访",,"People ""Peace petition","wàn rén "" hé píng shàng fǎng",,YY,YY High,Protest,64,Political
13873,"万人三退""天灭",,"Three people back ""days off","wàn rén sān tuì "" tiān miè",,YY,YY High,Tuidang,168,Political
13874,"万勇士""退出中共",,"Wan Warrior ""Quit the CCP","wàn yǒng shì "" tuì chū zhōng gòng",,YY,YY High,Tuidang,168,Political
13875,汪兆钧 致胡温 公开信,,Caused by an open letter to Hu and Wen Wang Zhaojun,wāng zhào jūn zhì hú wēn gōng kāi xìn,,YY,YY High,CPC member / Gov official,119,People
13876,"汪兆钧""周永康""中共",,"Wang Zhaojun, ""Zhou Yongkang"" CCP","wāng zhào jūn "" zhōu yǒng kāng "" zhōng gòng",,YY,YY High,CPC member / Gov official,119,People
13877,"王文怡女士""迫害",,"Miss Wang Wenyi ""persecution","wáng wén yí nǚ shì "" pò hài",,YY,YY High,Falun Gong,47,Political
13878,"网民炮轰""高层分歧",,"Internet users shelling ""senior differences","wǎng mín pào hōng "" gāo céng fēn qí",,YY,YY High,Criticism,128,Political
13879,"魏星艳""白鹤林""强奸",,"Wei Xingyan ""Baihelin"" rape","wèi xīng yàn "" bái hè lín "" qiáng jiān",,YY,YY High,Falun Gong,47,Political
13880,我们告诉未来 漫谈党文化,,We tell the future of the party culture Talk,wǒ men gào sù wèi lái màn tán dǎng wén huà,,YY,YY High,Chinese independent / opposition,85,Political
13881,"我们告诉未来""从常人到修炼人",,"We tell the future ""from ordinary people to practice","wǒ men gào sù wèi lái "" cóng cháng rén dào xiū liàn rén",,YY,YY High,Chinese independent / opposition,85,Political
13882,"武警""大纪元",,"Armed ""The Epoch Times","wǔ jǐng "" dà jì yuán",,YY,YY High,Falun Gong,47,Political
13883,"希望之声""报导""纪元",,"Sound of Hope ""Report"" era","xī wàng zhī shēng "" bào dǎo "" jì yuán",,YY,YY High,Chinese independent / opposition,85,Political
13884,"希望之声""日报导",,"Sound of Hope ""day report","xī wàng zhī shēng "" rì bào dǎo",,YY,YY High,Chinese independent / opposition,85,Political
13885,"希望之声国际广播""采访报道",,"Sound of Hope International Radio ""coverage","xī wàng zhī shēng guó jì guǎng bō "" cǎi fǎng bào dào",,YY,YY High,Chinese independent / opposition,85,Political
13886,"洗脑""大法""弟子",,"Brainwashing ""Dharma"" disciples","xǐ nǎo "" dà fǎ "" dì zi",,YY,YY High,Falun Gong,47,Political
13887,洗脑班迫害,,Brainwashing persecution,xǐ nǎo bān pò hài,,YY,YY High,Falun Gong,47,Political
13888,"下流财女""婊子陈",Chen Zhili Supposed mistress of Jiang Zemin,"Choi dirty woman ""bitch Chen","xià liú cái nǚ "" biǎo zi chén",,YY,YY High,Relatives / associates of government officals,105,People
13889,"下流财女""黄丽满",Huang Liman Supposed mistress of Jiang Zemin,"Choi dirty girl ""Huang Liman","xià liú cái nǚ "" huáng lì mǎn",,YY,YY High,Relatives / associates of government officals,105,People
13890,"邪党""中共",,"Evil party ""Communist","xié dǎng "" zhōng gòng",,YY,YY High,Criticism,128,Political
13891,"邪恶""打上兽的印记""",,"Evil ""mark of the beast marked""","xié è "" dǎ shàng shòu de yìn jì """,,YY,YY High,Criticism,128,Political
13892,"邪恶中共""修炼",,"Communist evil ""practice","xié è zhōng gòng "" xiū liàn",,YY,YY High,Criticism,128,Political
13893,"新年好""大法""弟子恭祝",,"Happy New Year ""Dharma"" disciples Wish","xīn nián hǎo "" dà fǎ "" dì zi gōng zhù",,YY,YY High,Falun Gong,47,Political
13894,"新世纪""ncn.org",,"New Century ""ncn.org","xīn shì jì ""ncn.org",,YY,YY High,Chinese independent / opposition,85,Political
13895,"新唐""NTDTV",,"Nuvoton ""NTDTV","xīn táng ""NTDTV",,YY,YY High,Chinese independent / opposition,85,Political
13896,新唐人 神韵晚会,,NTDTV Shen Yun,xīn táng rén shén yùn wǎn huì,,YY,YY High,Falun Gong,47,Political
13897,"新唐人""反迫害",,"NTDTV ""persecution","xīn táng rén "" fǎn pò hài",,YY,YY High,Falun Gong,47,Political
13898,"新唐人""退党",,NTDTV 'resignations,"xīn táng rén "" tuì dǎng",,YY,YY High,Falun Gong,47,Political
13899,新唐人电视台,,NTDTV,xīn táng rén diàn shì tái,,YY,YY High,Falun Gong,47,Political
13900,"新颖视角""文艺娱乐""争鸣商榷",,"New perspective ""Arts & Entertainment"" questionable contention","xīn yǐng shì jiǎo "" wén yì yú lè "" zhēng míng shāng què",,YY,YY High,Falun Gong,47,Political
13901,学员绑架迫害,,Student kidnapped persecution,xué yuán bǎng jià pò hài,,YY,YY High,Falun Gong,47,Political
13902,"央视""陈虻""壮年死亡",http://m.epochtimes.com/article.php?url=/gb/9/1/23/n2407030&encode=gb&back=1&,"CCTV ""Chen gadfly"" prime death","yāng shì "" chén méng "" zhuàng nián sǐ wáng",,YY,YY High,Chinese pro gov,88,Political
13903,"叶浩先生""章天亮",,"Mr. Ye Hao ""chapter dawn","yè hào xiān shēng "" zhāng tiān liàng",,YY,YY High,Falun Gong,47,Political
13904,"一级警司""郝凤军","Hao Fengjun, worked for the 610 Office of Tianjin city and claims that his job involved the collection and analysis of intelligence reports on Falun Gong from Europe, Australia, and North America. He defected to Australia","A Superintendent ""Hao Fengjun","yī jí jǐng sī "" hǎo fèng jūn",,YY,YY High,Falun Gong,47,Political
13905,以暴力恐怖夺取,Reference to nine commentaries,Seize terrorist violence,yǐ bào lì kǒng bù duó qǔ,,YY,YY High,Criticism,128,Political
13906,义工 退党服务,,Volunteer resign Service,yì gōng tuì dǎng fú wù,,YY,YY High,Tuidang,168,Political
13907,"异象与预言""官场动态",,"Vision and prophecy ""officialdom dynamic","yì xiàng yǔ yù yán "" guān chǎng dòng tài",,YY,YY High,Context unclear,110,Misc
13908,"永康操纵""制造事端",,"Yongkang manipulation ""to create disturbances","yǒng kāng cāo zòng "" zhì zào shì duān",,YY,YY High,CPC member / Gov official,119,People
13909,"永康下台""公安",,"Yongkang step down ""public security","yǒng kāng xià tái "" gōng ān",,YY,YY High,CPC member / Gov official,119,People
13910,"与人斗""灭绝人性""违背自然",Reference to nine commentaries,"And the fight against ""savage"" against nature","yǔ rén dòu "" miè jué rén xìng "" wéi bèi zì rán",,YY,YY High,Criticism,128,Political
13911,"岳芸报道""李熙报导",Name of journalist at Epoch Times,"Yue Yun Report ""Li Xi reports","yuè yún bào dào "" lǐ xī bào dǎo",,YY,YY High,Chinese independent / opposition,85,Political
13912,"遭恶报""迫害法",,"Roost was ""persecuted law","zāo è bào "" pò hài fǎ",,YY,YY High,Falun Gong,47,Political
13913,"张军""刘蔚""王红""谈起了",Name of journalist at Epoch Times,"Zhang, ""Liu Wei,"" Candice ""about the","zhāng jūn "" liú wèi "" wáng hóng "" tán qǐ le",,YY,YY High,Chinese independent / opposition,85,Political
13914,"张世航""杨逸凡""笑还",,"Zhang Shihang ""Yang Yifan,"" laughed also","zhāng shì háng "" yáng yì fán "" xiào hái",,YY,YY High,Context unclear,110,Misc
13915,"张霜颖""张亦洁""张羽良""遇罗锦",,"Zhang Shuang Ying ""Zhang Yijie"" Zhang Yuliang, ""Yu Luojin","zhāng shuāng yǐng "" zhāng yì jié "" zhāng yǔ liáng "" yù luō jǐn",,YY,YY High,Chinese independent / opposition,85,Political
13916,赵子法报导,,Zhao Zi law reports,zhào zi fǎ bào dǎo,,YY,YY High,Chinese independent / opposition,85,Political
13917,真善 回归的旅程,,Real good return journey,zhēn shàn huí guī de lǚ chéng,,YY,YY High,Falun Gong,47,Political
13918,真善忍美展,,Forbearance Art Exhibition,zhēn shàn rěn měi zhǎn,,YY,YY High,Falun Gong,47,Political
13919,"真相资料""修炼",,"Truth data ""practice","zhēn xiāng zī liào "" xiū liàn",,YY,YY High,Falun Gong,47,Political
13920,"正见网""中共",,"Zheng Xianwang ""CCP","zhèng jiàn wǎng "" zhōng gòng",,YY,YY High,Falun Gong,47,Political
13921,"证实法""救度众生""修炼",,"France confirmed that ""saving sentient beings"" practice","zhèng shí fǎ "" jiù dù zhòng shēng "" xiū liàn",,YY,YY High,Falun Gong,47,Political
13922,"政治联姻""婊子陈",Bitch Chen [Zhili's] political marriage [with Jiang Zemin],"Political marriage ""bitch Chen","zhèng zhì lián yīn "" biǎo zi chén",,YY,YY High,Relatives / associates of government officals,105,People
13923,"知情人士揭露""中共恐惧",,"Insider expose ""the CCP fears","zhī qíng rén shì jiē lù "" zhōng gòng kǒng jù",,YY,YY High,Criticism,128,Political
13924,侄女婿周永康,,Nephew-in-law Zhou Yongkang,zhí nǚ xù zhōu yǒng kāng,,YY,YY High,Relatives / associates of government officals,105,People
13925,"指南有真相""快快找真相",,"Guide truth ""quickly find the truth","zhǐ nán yǒu zhēn xiāng "" kuài kuài zhǎo zhēn xiāng",,YY,YY High,Falun Gong,47,Political
13926,致胡温公开信,,Caused by an open letter to Hu and Wen,zhì hú wēn gōng kāi xìn,,YY,YY High,General,48,Political
13927,"中共""【看中国报道】",,"Communist ""China reported [see]","zhōng gòng ""【 kàn zhōng guó bào dào 】",,YY,YY High,Chinese independent / opposition,85,Political
13928,"中共""fgmtv",,"CCP ""fgmtv","zhōng gòng ""fgmtv",,YY,YY High,Chinese independent / opposition,85,Political
13929,"中共""soundofhope",,"CCP ""soundofhope","zhōng gòng ""soundofhope",,YY,YY High,Chinese independent / opposition,85,Political
13930,"中共""大纪元评论",,"CCP ""Epoch Comments","zhōng gòng "" dà jì yuán píng lùn",,YY,YY High,Falun Gong,47,Political
13931,"中共""记者林雅丽",,"CCP ""reporter Lin Yali","zhōng gòng "" jì zhě lín yǎ lì",,YY,YY High,Chinese independent / opposition,85,Political
13932,"中共""纪元时报",,"Communist ""era Times","zhōng gòng "" jì yuán shí bào",,YY,YY High,Chinese independent / opposition,85,Political
13933,"中共""窃国60年",,"CCP ""kleptocrats 60 years","zhōng gòng "" qiè guó 60 nián",,YY,YY High,Criticism,128,Political
13934,"中共""任百鸣",,"CCP ""Ren Baiming","zhōng gòng "" rèn bǎi míng",,YY,YY High,General,48,Political
13935,"中共""十一国殇日",,"CCP ""Eleven Memorial Day","zhōng gòng "" shí yī guó shāng rì",,YY,YY High,General,48,Political
13936,"中共""下达密文",,"CPC ""issued ciphertext","zhōng gòng "" xià dá mì wén",,YY,YY High,Falun Gong,47,Political
13937,中共aboluowang,,CCP aboluowang,zhōng gòng aboluowang,,YY,YY High,Chinese independent / opposition,85,Political
13938,中共epochtimes,,CCP epochtimes,zhōng gòng epochtimes,,YY,YY High,Falun Gong,47,Political
13939,"中共安全部""严厉警告",,"Communist Security ""stern warning","zhōng gòng ān quán bù "" yán lì jǐng gào",,YY,YY High,Criticism,128,Political
13940,中共暴政,,Communist tyranny,zhōng gòng bào zhèng,,YY,YY High,Criticism,128,Political
13941,"中共当局""暴力镇压",,Chinese authorities' violent crackdown,"zhōng gòng dāng jú "" bào lì zhèn yā",,YY,YY High,Criticism,128,Political
13942,中共的暴政,,Communist tyranny,zhōng gòng de bào zhèng,,YY,YY High,Criticism,128,Political
13943,中共海外渗透,,Overseas Chinese Communist infiltration,zhōng gòng hǎi wài shèn tòu,,YY,YY High,Criticism,128,Political
13944,"中共谎言""暴力",,"Communist Lies ""Violence","zhōng gòng huǎng yán "" bào lì",,YY,YY High,Criticism,128,Political
13945,中共活摘学员器官,,CCP organ harvesting from living practitioners,zhōng gòng huó zhāi xué yuán qì guān,,YY,YY High,Falun Gong,47,Political
13946,"中共祭祖""活佛转世",,"CPC worship ""reincarnation","zhōng gòng jì zǔ "" huó fú zhuǎn shì",,YY,YY High,Criticism,128,Political
13947,中共流氓,,Communist hooligans,zhōng gòng liú máng,,YY,YY High,Criticism,128,Political
13948,中共迫害 大法弟子,,The persecution of Dafa disciples,zhōng gòng pò hài dà fǎ dì zi,,YY,YY High,Falun Gong,47,Political
13949,"中共窃国""六十年",,"Communist kleptocrats ""Six years","zhōng gòng qiè guó "" liù shí nián",,YY,YY High,Criticism,128,Political
13950,"特务""法拉盛""暴力",,"Spies ""Flushing"" Violence","tè wù "" fǎ lā shèng "" bào lì",,YY,YY High,Falun Gong,47,Political
13951,中共退党潮,,CCP resignations tide,zhōng gòng tuì dǎng cháo,,YY,YY High,Tuidang,168,Political
13952,中共邪党,,CCP,zhōng gòng xié dǎng,,YY,YY High,General,48,Political
13953,中共邪恶专制,,Communist tyranny of evil,zhōng gòng xié è zhuān zhì,,YY,YY High,Criticism,128,Political
13954,中共邪灵,,CCP evil,zhōng gòng xié líng,,YY,YY High,Criticism,128,Political
13955,"中共政权""伍凡",,"Chinese Communist regime ""Wu Fan","zhōng gòng zhèng quán "" wǔ fán",,YY,YY High,Criticism,128,Political
13956,中国共产党暴政,,Chinese Communist tyranny,zhōng guó gòng chǎn dǎng bào zhèng,,YY,YY High,Criticism,128,Political
13957,中国过渡政府 伍凡,,The transitional government of China Wu Fan,zhōng guó guò dù zhèng fǔ wǔ fán,,YY,YY High,Democracy (Chinese Democracy Movement),72,Political
13958,中国禁闻,China Forbidden News,China banned smell,zhōng guó jìn wén,,YY,YY High,Chinese independent / opposition,85,Political
13959,中国冤民大同盟,http://www.rfa.org/cantonese/news/rights_petition-12302008102056.html,Chinese LCV,zhōng guó yuān mín dà tóng méng,,YY,YY High,Petitioning (Administrative System),94,Political
13960,"中南海""万人上访",,"Zhongnanhai ""people petition","zhōng nán hǎi "" wàn rén shàng fǎng",,YY,YY High,Petitioning (Administrative System),94,Political
13961,"中南海电邮""反腐内幕",,"Zhongnanhai Mail ""insider corruption","zhōng nán hǎi diàn yóu "" fǎn fǔ nèi mù",,YY,YY High,Criticism,128,Political
13962,"中南海电邮""黑匣子""反腐",,"Email Zhongnanhai ""black box"" Corruption","zhōng nán hǎi diàn yóu "" hēi xiá zi "" fǎn fǔ",,YY,YY High,Criticism,128,Political
13963,"专栏作家""章天亮",Reference to journalist from Epoch Times,"Columnist ""chapter dawn","zhuān lán zuò jiā "" zhāng tiān liàng",,YY,YY High,Chinese independent / opposition,85,Political
13964,"专门散播""中共查禁",,"Specialized spread ""Communist suppression","zhuān mén sàn bō "" zhōng gòng chá jìn",,YY,YY High,Censorship / Surveillance in China,83,Political
13965,自2004年12月3日 退党,,"Since December 3, 2004 resignations",zì 2004 nián 12 yuè 3 rì tuì dǎng,,YY,YY High,Tuidang,168,Political
13966,自焚伪案,Likely related to a self-immolation that was reported at Tiannamen square but was later found to be false,Pseudo-self-immolation case,zì fén wěi àn,,YY,YY High,Tiananmen Square (June 4 1989),34,Event
13967,自由门6.89U版,,Freegate 6.89U version,zì yóu mén 6.89U bǎn,,YY,YY High,Circumvention,53,Political
13968,"走入修炼""走出政治",,"Into practice ""out of politics","zǒu rù xiū liàn "" zǒu chū zhèng zhì",,YY,YY High,Criticism,128,Political
13969,高价转让奥运门票,,Olympic tickets for sale at high prices,gāo jià zhuǎn ràng ào yùn mén piào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13970,求购迷奸药,,Buy Rohypnol,qiú gòu mí jiān yào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13971,求购迷晕药,,Buying drugs halo fans,qiú gòu mí yūn yào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13972,出售迷奸药,,Rohypnol sale,chū shòu mí jiān yào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13973,出售迷晕药,,Selling drug halo fans,chū shòu mí yūn yào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13974,代办 假证,,Agent false,dài bàn jiǎ zhèng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13975,代办 假户口,,Agency fake accounts,dài bàn jiǎ hù kǒu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13976,啤酒瓶子装上汽油 塞个布头,,Beer bottle fitted with a rag stuffed gasoline,pí jiǔ píng zi zhuāng shàng qì yóu sāi gè bù tóu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13977,做原子弹 方法,,Do bomb method,zuò yuán zi dàn fāng fǎ,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13978,原子弹的理论 恐怖分子,,Terrorist bomb theory,yuán zi dàn de lǐ lùn kǒng bù fēn zi,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13979,c4炸弹 制作方法,,c4 bomb-making method,c4 zhà dàn zhì zuò fāng fǎ,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13980,恐怖分子 第一步 炸弹,,Step terrorist bomb,kǒng bù fēn zi dì yī bù zhà dàn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13981,售麻醉 联系电话,,Sale anesthesia Tel,shòu má zuì lián xì diàn huà,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13982,工业炸药配方设计,,Industrial Explosives formulation design,gōng yè zhà yào pèi fāng shè jì,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13983,轻松制作原子弹,,Easy to create the atomic bomb,qīng sōng zhì zuò yuán zi dàn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13984,教你制作大威力炸弹,,Teach you to create great power bomb,jiào nǐ zhì zuò dà wēi lì zhà dàn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13985,77手枪 54手枪 64手枪,,54 pistol pistol pistol 77 64,77 shǒu qiāng 54 shǒu qiāng 64 shǒu qiāng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13986,工蜂六型多管火箭系统,,Kung Feng Multiple Launch Rocket System System,gōng fēng liù xíng duō guǎn huǒ jiàn xì tǒng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
13987,天剑一型飞弹,A missile used by the Chinese Air Force,Sky Sword I,tiān jiàn yī xíng fēi dàn,,YY,YY High,Military/Police,106,Political
13988,共残党,,Total residual party,gòng cán dǎng,,YY,YY High,Criticism,128,Political
13989,瘟家鸨,,Blast home Bustard,wēn jiā bǎo,,YY,YY High,Criticism,128,Political
13990,瘟假鸨,,Blast false Bustard,wēn jiǎ bǎo,,YY,YY High,Criticism,128,Political
13991,陶驷驹 手段极为老辣,,Tao Siju means very crafty,táo sì jū shǒu duàn jí wèi lǎo là,,YY,YY High,Corruption Scandals,104,Political
13992,周永康 王小丫老公,,Zhou Wang Xiaoya husband,zhōu yǒng kāng wáng xiǎo yā lǎo gōng,,YY,YY High,CPC member / Gov official,119,People
13993,无帮国 无官正,Wu Bangguo Wu Guanzheng,No country has no official help now,wú bāng guó wú guān zhèng,,YY,YY High,CPC member / Gov official,119,People
13994,毛贼东,,Thief East,máo zéi dōng,,Multiple,Sina Show Built-in;Sina Show Built-in UCClient.dll;YY High,Criticism,128,Political
13995,毛厕洞,,Gross toilet hole,máo cè dòng,,Multiple,Sina Show Built-in;Sina Show Built-in UCClient.dll;YY High,Criticism,128,Political
13996,毛厕东,,Mao toilet East,máo cè dōng,,YY,YY High,Criticism,128,Political
13997,胡紧套,,Hu sleeve,hú jǐn tào,,YY,YY High,CPC member / Gov official,119,People
13998,邓哈狗儿,,Deng Ha dogs,dèng hā gǒu ér,,YY,YY High,CPC member / Gov official,119,People
13999,瘟假饱,,False full blast,wēn jiǎ bǎo,,YY,YY High,Criticism,128,Political
14000,温假饱,,Wen fake full,wēn jiǎ bǎo,,YY,YY High,Criticism,128,Political
14001,习猪、胡狗,,"Xi pigs, dogs Hu",xí zhū 、 hú gǒu,,YY,YY High,CPC member / Gov official,119,People
14002,泽民劣迹揭底,,Zemin misdeeds Jiedi,zé mín liè jī jiē dǐ,,YY,YY High,CPC member / Gov official,119,People
14003,立刀日尧三皮,[related to Liu's Nobel Prize award],Li Yao three leather knife Day,lì dāo rì yáo sān pí,,YY,YY High,Dissident/Activist/Rights defender,93,People
14004,文刀日尧水皮,[related to Liu's Nobel Prize award],Wen Yao Water Paper Knife Day,wén dāo rì yáo shuǐ pí,,YY,YY High,Dissident/Activist/Rights defender,93,People
14005,文刂日尧氵皮,[related to Liu's Nobel Prize award],Man Pianpangriyaoshui skin,wén dāo rì yáo shui pí,,YY,YY High,Dissident/Activist/Rights defender,93,People
14006,文刀日尧三皮,[related to Liu's Nobel Prize award],Wen Yao three leather knife Day,wén dāo rì yáo sān pí,,YY,YY High,Dissident/Activist/Rights defender,93,People
14007,刘哓波+诺贝尔,,Liu Xiao-wave + Nobel,liú xiāo bō + nuò bèi ěr,,YY,YY High,Dissident/Activist/Rights defender,93,People
14008,刘晓波 诺贝尔和平奖,,Liu Xiaobo Nobel Peace Prize,liú xiǎo bō nuò bèi ěr hé píng jiǎng,,YY,YY High,Dissident/Activist/Rights defender,93,People
14009,营救刘晓波,,Rescue Liu Xiaobo,yíng jiù liú xiǎo bō,,YY,YY High,Dissident/Activist/Rights defender,93,People
14010,声援刘晓波,,Solidarity with Liu Xiaobo,shēng yuán liú xiǎo bō,,YY,YY High,Dissident/Activist/Rights defender,93,People
14011,崔卫平 刘晓波,,Cui Weiping Liu Xiaobo,cuī wèi píng liú xiǎo bō,,YY,YY High,Dissident/Activist/Rights defender,93,People
14012,我没有敌人 我的最后陈述,A quote attributed to Liu Xiaobo,I have no enemies my final statement,wǒ méi yǒu dí rén wǒ de zuì hòu chén shù,,YY,YY High,Dissident/Activist/Rights defender,93,People
14013,刘晓波 胡温政权,,Liu Xiaobo Hu-Wen regime,liú xiǎo bō hú wēn zhèng quán,,YY,YY High,Dissident/Activist/Rights defender,93,People
14014,各界人士 零八宪章,,Charter 08 sectors,gè jiè rén shì líng bā xiàn zhāng,,YY,YY High,Charter 08,77,Political
14015,中国 零八宪章,,Chinese Charter 08,zhōng guó líng bā xiàn zhāng,,YY,YY High,Charter 08,77,Political
14016,刘晓波 警方拘捕,,Police arrested Liu Xiaobo,liú xiǎo bō jǐng fāng jū bǔ,,YY,YY High,Dissident/Activist/Rights defender,93,People
14017,警方拘捕刘晓波,,Police arrested Liu Xiaobo,jǐng fāng jū bǔ liú xiǎo bō,,YY,YY High,Dissident/Activist/Rights defender,93,People
14018,2008xianzhang@gmail,,,,,YY,YY High,emails,157,Technology
14019,刘荻 告全国人民书,,Liu Di told the National People's Book,liú dí gào quán guó rén mín shū,,YY,YY High,Dissident/Activist/Rights defender,93,People
14020,零八宪章 签名,,Charter 08 signature,líng bā xiàn zhāng qiān míng,,YY,YY High,Charter 08,77,Political
14021,零八宪章 公民权利,,Charter 08 civil rights,líng bā xiàn zhāng gōng mín quán lì,,YY,YY High,Charter 08,77,Political
14022,非暴力的民主化道路,,Non-violent path of democratization,fēi bào lì de mín zhǔ huà dào lù,,YY,YY High,Jasmine Revolution,58,Event
14023,官民对立激化,,Officials and the public opposition intensified,guān mín duì lì jī huà,,YY,YY High,Criticism,128,Political
14024,《末日幸存者的独白》,,"""Doomsday survivors monologue""",《 mò rì xìng cún zhě de dú bái 》,,YY,YY High,Dissident/Activist/Rights defender,93,People
14025,未来的自由中国在民间,[related to Liu's Nobel Prize award],Future of Freedom Chinese folk,wèi lái de zì yóu zhōng guó zài mín jiān,,YY,YY High,Dissident/Activist/Rights defender,93,People
14026,异议作家刘晓波宪章,,Dissident writer Liu Xiaobo Charter,yì yì zuò jiā liú xiǎo bō xiàn zhāng,,YY,YY High,Dissident/Activist/Rights defender,93,People
14027,从天安门事件到08宪章,,From Tiananmen Incident to Charter 08,cóng tiān ān mén shì jiàn dào 08 xiàn zhāng,,YY,YY High,Charter 08,77,Political
14028,刘霞遭软禁,,"Liu Xia, under house arrest",liú xiá zāo ruǎn jìn,,YY,YY High,Dissident/Activist/Rights defender,93,People
